x	y	label	key	clickSelects	showSelected1	showSelected2	showSelected3	PANEL	group
1.828	75.3196585365854	Monténégro	Monténégro	Monténégro	Monténégro	1998	Europe et Asie centrale	3	128
1.825	75.1070487804878	Monténégro	Monténégro	Monténégro	Monténégro	1999	Europe et Asie centrale	3	128
1.818	74.8900243902439	Monténégro	Monténégro	Monténégro	Monténégro	2000	Europe et Asie centrale	3	128
1.806	74.6751707317073	Monténégro	Monténégro	Monténégro	Monténégro	2001	Europe et Asie centrale	3	128
1.79	74.4695853658537	Monténégro	Monténégro	Monténégro	Monténégro	2002	Europe et Asie centrale	3	128
1.773	74.2829024390244	Monténégro	Monténégro	Monténégro	Monténégro	2003	Europe et Asie centrale	3	128
1.755	74.1264878048781	Monténégro	Monténégro	Monténégro	Monténégro	2004	Europe et Asie centrale	3	128
1.736	74.0152682926829	Monténégro	Monténégro	Monténégro	Monténégro	2005	Europe et Asie centrale	3	128
1.718	73.9623658536585	Monténégro	Monténégro	Monténégro	Monténégro	2006	Europe et Asie centrale	3	128
1.7	73.9695365853658	Monténégro	Monténégro	Monténégro	Monténégro	2007	Europe et Asie centrale	3	128
1.684	74.0335853658537	Monténégro	Monténégro	Monténégro	Monténégro	2008	Europe et Asie centrale	3	128
1.669	74.1500731707317	Monténégro	Monténégro	Monténégro	Monténégro	2009	Europe et Asie centrale	3	128
1.656	74.3110975609756	Monténégro	Monténégro	Monténégro	Monténégro	2010	Europe et Asie centrale	3	128
1.644	74.5041463414634	Monténégro	Monténégro	Monténégro	Monténégro	2011	Europe et Asie centrale	3	128
7.3	39.8808780487805	Madagascar	Madagascar	Madagascar	Madagascar	1960	Afrique subsaharienne	3	115
7.3	40.2799756097561	Madagascar	Madagascar	Madagascar	Madagascar	1961	Afrique subsaharienne	3	115
7.3	40.6787073170732	Madagascar	Madagascar	Madagascar	Madagascar	1962	Afrique subsaharienne	3	115
7.3	41.0800243902439	Madagascar	Madagascar	Madagascar	Madagascar	1963	Afrique subsaharienne	3	115
7.3	41.4828780487805	Madagascar	Madagascar	Madagascar	Madagascar	1964	Afrique subsaharienne	3	115
7.301	41.8886585365854	Madagascar	Madagascar	Madagascar	Madagascar	1965	Afrique subsaharienne	3	115
7.304	42.2947317073171	Madagascar	Madagascar	Madagascar	Madagascar	1966	Afrique subsaharienne	3	115
7.31	42.6995609756098	Madagascar	Madagascar	Madagascar	Madagascar	1967	Afrique subsaharienne	3	115
7.316	43.1021219512195	Madagascar	Madagascar	Madagascar	Madagascar	1968	Afrique subsaharienne	3	115
7.322	43.5024390243902	Madagascar	Madagascar	Madagascar	Madagascar	1969	Afrique subsaharienne	3	115
7.325	43.8996097560976	Madagascar	Madagascar	Madagascar	Madagascar	1970	Afrique subsaharienne	3	115
7.325	44.2952682926829	Madagascar	Madagascar	Madagascar	Madagascar	1971	Afrique subsaharienne	3	115
7.318	44.6895609756098	Madagascar	Madagascar	Madagascar	Madagascar	1972	Afrique subsaharienne	3	115
7.3	45.0855853658537	Madagascar	Madagascar	Madagascar	Madagascar	1973	Afrique subsaharienne	3	115
7.269	45.4849024390244	Madagascar	Madagascar	Madagascar	Madagascar	1974	Afrique subsaharienne	3	115
7.216	45.8969756097561	Madagascar	Madagascar	Madagascar	Madagascar	1975	Afrique subsaharienne	3	115
7.129	46.333756097561	Madagascar	Madagascar	Madagascar	Madagascar	1976	Afrique subsaharienne	3	115
7.008	46.7951219512195	Madagascar	Madagascar	Madagascar	Madagascar	1977	Afrique subsaharienne	3	115
6.857	47.2734878048781	Madagascar	Madagascar	Madagascar	Madagascar	1978	Afrique subsaharienne	3	115
6.687	47.7558292682927	Madagascar	Madagascar	Madagascar	Madagascar	1979	Afrique subsaharienne	3	115
6.514	48.2081219512195	Madagascar	Madagascar	Madagascar	Madagascar	1980	Afrique subsaharienne	3	115
6.359	48.5883902439024	Madagascar	Madagascar	Madagascar	Madagascar	1981	Afrique subsaharienne	3	115
6.24	48.8771707317073	Madagascar	Madagascar	Madagascar	Madagascar	1982	Afrique subsaharienne	3	115
6.165	49.0729756097561	Madagascar	Madagascar	Madagascar	Madagascar	1983	Afrique subsaharienne	3	115
6.135	49.1927804878049	Madagascar	Madagascar	Madagascar	Madagascar	1984	Afrique subsaharienne	3	115
6.146	49.2735365853659	Madagascar	Madagascar	Madagascar	Madagascar	1985	Afrique subsaharienne	3	115
6.182	49.3677073170732	Madagascar	Madagascar	Madagascar	Madagascar	1986	Afrique subsaharienne	3	115
6.225	49.5282195121951	Madagascar	Madagascar	Madagascar	Madagascar	1987	Afrique subsaharienne	3	115
6.256	49.7985853658537	Madagascar	Madagascar	Madagascar	Madagascar	1988	Afrique subsaharienne	3	115
6.268	50.1998048780488	Madagascar	Madagascar	Madagascar	Madagascar	1989	Afrique subsaharienne	3	115
6.258	50.7423902439024	Madagascar	Madagascar	Madagascar	Madagascar	1990	Afrique subsaharienne	3	115
6.225	51.4204146341463	Madagascar	Madagascar	Madagascar	Madagascar	1991	Afrique subsaharienne	3	115
6.179	52.1973902439024	Madagascar	Madagascar	Madagascar	Madagascar	1992	Afrique subsaharienne	3	115
6.126	53.0399268292683	Madagascar	Madagascar	Madagascar	Madagascar	1993	Afrique subsaharienne	3	115
6.066	53.9310243902439	Madagascar	Madagascar	Madagascar	Madagascar	1994	Afrique subsaharienne	3	115
5.999	54.8547317073171	Madagascar	Madagascar	Madagascar	Madagascar	1995	Afrique subsaharienne	3	115
5.924	55.8030731707317	Madagascar	Madagascar	Madagascar	Madagascar	1996	Afrique subsaharienne	3	115
5.841	56.7700487804878	Madagascar	Madagascar	Madagascar	Madagascar	1997	Afrique subsaharienne	3	115
5.749	57.7461219512195	Madagascar	Madagascar	Madagascar	Madagascar	1998	Afrique subsaharienne	3	115
5.651	58.7162926829268	Madagascar	Madagascar	Madagascar	Madagascar	1999	Afrique subsaharienne	3	115
5.548	59.6745609756098	Madagascar	Madagascar	Madagascar	Madagascar	2000	Afrique subsaharienne	3	115
5.443	60.6209268292683	Madagascar	Madagascar	Madagascar	Madagascar	2001	Afrique subsaharienne	3	115
5.337	61.5513658536586	Madagascar	Madagascar	Madagascar	Madagascar	2002	Afrique subsaharienne	3	115
5.234	62.4573170731707	Madagascar	Madagascar	Madagascar	Madagascar	2003	Afrique subsaharienne	3	115
5.134	63.3207804878049	Madagascar	Madagascar	Madagascar	Madagascar	2004	Afrique subsaharienne	3	115
5.04	64.1121707317073	Madagascar	Madagascar	Madagascar	Madagascar	2005	Afrique subsaharienne	3	115
4.953	64.8014390243902	Madagascar	Madagascar	Madagascar	Madagascar	2006	Afrique subsaharienne	3	115
4.87	65.3755609756098	Madagascar	Madagascar	Madagascar	Madagascar	2007	Afrique subsaharienne	3	115
4.793	65.8355365853659	Madagascar	Madagascar	Madagascar	Madagascar	2008	Afrique subsaharienne	3	115
4.72	66.1913658536585	Madagascar	Madagascar	Madagascar	Madagascar	2009	Afrique subsaharienne	3	115
4.651	66.4670731707317	Madagascar	Madagascar	Madagascar	Madagascar	2010	Afrique subsaharienne	3	115
4.584	66.6956829268293	Madagascar	Madagascar	Madagascar	Madagascar	2011	Afrique subsaharienne	3	115
5.9	72.1414634146341	Îles Marshall	Îles Marshall	Îles Marshall	Îles Marshall	1987	Asie de l'Est et Pacifique	3	88
5.71	67.5048780487805	Îles Marshall	Îles Marshall	Îles Marshall	Îles Marshall	1999	Asie de l'Est et Pacifique	3	88
4.128	60.7211951219512	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1960	Europe et Asie centrale	3	114
3.989	61.3476341463415	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1961	Europe et Asie centrale	3	114
3.865	61.9580731707317	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1962	Europe et Asie centrale	3	114
3.755	62.5559512195122	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1963	Europe et Asie centrale	3	114
3.658	63.144243902439	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1964	Europe et Asie centrale	3	114
3.571	63.7218292682927	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1965	Europe et Asie centrale	3	114
3.485	64.2841463414634	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1966	Europe et Asie centrale	3	114
3.396	64.8276829268293	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1967	Europe et Asie centrale	3	114
3.299	65.3479512195122	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1968	Europe et Asie centrale	3	114
3.194	65.847	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1969	Europe et Asie centrale	3	114
3.086	66.3329268292683	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1970	Europe et Asie centrale	3	114
2.978	66.8173170731707	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1971	Europe et Asie centrale	3	114
2.877	67.3048048780488	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1972	Europe et Asie centrale	3	114
2.789	67.7919756097561	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1973	Europe et Asie centrale	3	114
2.714	68.2669024390244	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1974	Europe et Asie centrale	3	114
2.653	68.7046097560976	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1975	Europe et Asie centrale	3	114
2.601	69.0705609756098	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1976	Europe et Asie centrale	3	114
2.556	69.3457317073171	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1977	Europe et Asie centrale	3	114
2.513	69.5265365853659	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1978	Europe et Asie centrale	3	114
2.471	69.6209756097561	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1979	Europe et Asie centrale	3	114
2.429	69.6565853658537	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1980	Europe et Asie centrale	3	114
2.387	69.6719024390244	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1981	Europe et Asie centrale	3	114
2.347	69.7059268292683	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1982	Europe et Asie centrale	3	114
2.311	69.7896341463415	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1983	Europe et Asie centrale	3	114
2.277	69.9329512195122	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1984	Europe et Asie centrale	3	114
2.246	70.134243902439	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1985	Europe et Asie centrale	3	114
2.218	70.3758292682927	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1986	Europe et Asie centrale	3	114
2.194	70.6290975609756	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1987	Europe et Asie centrale	3	114
2.171	70.8685609756098	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1988	Europe et Asie centrale	3	114
2.149	71.0867317073171	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1989	Europe et Asie centrale	3	114
2.125	71.2797804878049	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1990	Europe et Asie centrale	3	114
2.098	71.4514146341463	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1991	Europe et Asie centrale	3	114
2.065	71.6113414634146	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1992	Europe et Asie centrale	3	114
2.028	71.7686829268293	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1993	Europe et Asie centrale	3	114
1.985	71.9269512195122	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1994	Europe et Asie centrale	3	114
1.937	72.087512195122	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1995	Europe et Asie centrale	3	114
1.884	72.2501951219512	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1996	Europe et Asie centrale	3	114
1.829	72.414756097561	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1997	Europe et Asie centrale	3	114
1.774	72.5796097560976	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1998	Europe et Asie centrale	3	114
1.72	72.7442195121951	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	1999	Europe et Asie centrale	3	114
1.67	72.9102195121951	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2000	Europe et Asie centrale	3	114
1.625	73.0763170731707	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2001	Europe et Asie centrale	3	114
1.585	73.2426829268293	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2002	Europe et Asie centrale	3	114
1.55	73.4099756097561	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2003	Europe et Asie centrale	3	114
1.521	73.5771707317073	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2004	Europe et Asie centrale	3	114
1.497	73.7457073170732	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2005	Europe et Asie centrale	3	114
1.478	73.9169268292683	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2006	Europe et Asie centrale	3	114
1.462	74.0906097560976	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2007	Europe et Asie centrale	3	114
1.448	74.2671219512195	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2008	Europe et Asie centrale	3	114
1.435	74.4438780487805	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2009	Europe et Asie centrale	3	114
1.422	74.6188536585366	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2010	Europe et Asie centrale	3	114
1.411	74.7880731707317	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	Macédoine du Nord	2011	Europe et Asie centrale	3	114
6.703	30.3108048780488	Mali	Mali	Mali	Mali	1960	Afrique subsaharienne	3	119
6.725	30.4661463414634	Mali	Mali	Mali	Mali	1961	Afrique subsaharienne	3	119
6.747	30.6864634146342	Mali	Mali	Mali	Mali	1962	Afrique subsaharienne	3	119
6.77	30.982756097561	Mali	Mali	Mali	Mali	1963	Afrique subsaharienne	3	119
6.793	31.3545609756098	Mali	Mali	Mali	Mali	1964	Afrique subsaharienne	3	119
6.816	31.7974146341463	Mali	Mali	Mali	Mali	1965	Afrique subsaharienne	3	119
6.838	32.2978048780488	Mali	Mali	Mali	Mali	1966	Afrique subsaharienne	3	119
6.858	32.8352682926829	Mali	Mali	Mali	Mali	1967	Afrique subsaharienne	3	119
6.875	33.3882682926829	Mali	Mali	Mali	Mali	1968	Afrique subsaharienne	3	119
6.889	33.9453170731707	Mali	Mali	Mali	Mali	1969	Afrique subsaharienne	3	119
6.901	34.4959512195122	Mali	Mali	Mali	Mali	1970	Afrique subsaharienne	3	119
6.913	35.0361219512195	Mali	Mali	Mali	Mali	1971	Afrique subsaharienne	3	119
6.924	35.5683414634146	Mali	Mali	Mali	Mali	1972	Afrique subsaharienne	3	119
6.937	36.0956341463415	Mali	Mali	Mali	Mali	1973	Afrique subsaharienne	3	119
6.951	36.6154390243902	Mali	Mali	Mali	Mali	1974	Afrique subsaharienne	3	119
6.966	37.1268048780488	Mali	Mali	Mali	Mali	1975	Afrique subsaharienne	3	119
6.982	37.6302195121951	Mali	Mali	Mali	Mali	1976	Afrique subsaharienne	3	119
6.999	38.1276829268293	Mali	Mali	Mali	Mali	1977	Afrique subsaharienne	3	119
7.016	38.6226829268293	Mali	Mali	Mali	Mali	1978	Afrique subsaharienne	3	119
7.031	39.115243902439	Mali	Mali	Mali	Mali	1979	Afrique subsaharienne	3	119
7.046	39.6098292682927	Mali	Mali	Mali	Mali	1980	Afrique subsaharienne	3	119
7.059	40.1114390243902	Mali	Mali	Mali	Mali	1981	Afrique subsaharienne	3	119
7.07	40.6205609756098	Mali	Mali	Mali	Mali	1982	Afrique subsaharienne	3	119
7.08	41.1331951219512	Mali	Mali	Mali	Mali	1983	Afrique subsaharienne	3	119
7.088	41.6433170731707	Mali	Mali	Mali	Mali	1984	Afrique subsaharienne	3	119
7.093	42.1429268292683	Mali	Mali	Mali	Mali	1985	Afrique subsaharienne	3	119
7.095	42.6170243902439	Mali	Mali	Mali	Mali	1986	Afrique subsaharienne	3	119
7.092	43.0580975609756	Mali	Mali	Mali	Mali	1987	Afrique subsaharienne	3	119
7.086	43.4621463414634	Mali	Mali	Mali	Mali	1988	Afrique subsaharienne	3	119
7.076	43.8281951219512	Mali	Mali	Mali	Mali	1989	Afrique subsaharienne	3	119
7.063	44.1622195121951	Mali	Mali	Mali	Mali	1990	Afrique subsaharienne	3	119
7.046	44.4742682926829	Mali	Mali	Mali	Mali	1991	Afrique subsaharienne	3	119
7.026	44.7753170731707	Mali	Mali	Mali	Mali	1992	Afrique subsaharienne	3	119
7.004	45.0768780487805	Mali	Mali	Mali	Mali	1993	Afrique subsaharienne	3	119
6.98	45.3839512195122	Mali	Mali	Mali	Mali	1994	Afrique subsaharienne	3	119
6.955	45.697512195122	Mali	Mali	Mali	Mali	1995	Afrique subsaharienne	3	119
6.928	46.0130487804878	Mali	Mali	Mali	Mali	1996	Afrique subsaharienne	3	119
6.901	46.3265365853659	Mali	Mali	Mali	Mali	1997	Afrique subsaharienne	3	119
6.872	46.6339756097561	Mali	Mali	Mali	Mali	1998	Afrique subsaharienne	3	119
6.841	46.9383902439024	Mali	Mali	Mali	Mali	1999	Afrique subsaharienne	3	119
6.808	47.2432682926829	Mali	Mali	Mali	Mali	2000	Afrique subsaharienne	3	119
6.773	47.5526585365854	Mali	Mali	Mali	Mali	2001	Afrique subsaharienne	3	119
6.735	47.8730975609756	Mali	Mali	Mali	Mali	2002	Afrique subsaharienne	3	119
6.693	48.2075853658537	Mali	Mali	Mali	Mali	2003	Afrique subsaharienne	3	119
6.648	48.5576341463415	Mali	Mali	Mali	Mali	2004	Afrique subsaharienne	3	119
6.599	48.9261951219512	Mali	Mali	Mali	Mali	2005	Afrique subsaharienne	3	119
6.545	49.311243902439	Mali	Mali	Mali	Mali	2006	Afrique subsaharienne	3	119
6.487	49.710756097561	Mali	Mali	Mali	Mali	2007	Afrique subsaharienne	3	119
6.426	50.1201951219512	Mali	Mali	Mali	Mali	2008	Afrique subsaharienne	3	119
6.361	50.5360487804878	Mali	Mali	Mali	Mali	2009	Afrique subsaharienne	3	119
6.294	50.9548292682927	Mali	Mali	Mali	Mali	2010	Afrique subsaharienne	3	119
6.227	51.3720731707317	Mali	Mali	Mali	Mali	2011	Afrique subsaharienne	3	119
6.05	42.7107804878049	Myanmar	Myanmar	Myanmar	Myanmar	1960	Asie de l'Est et Pacifique	3	130
6.071	43.3217317073171	Myanmar	Myanmar	Myanmar	Myanmar	1961	Asie de l'Est et Pacifique	3	130
6.091	43.9551707317073	Myanmar	Myanmar	Myanmar	Myanmar	1962	Asie de l'Est et Pacifique	3	130
6.107	44.6325609756098	Myanmar	Myanmar	Myanmar	Myanmar	1963	Asie de l'Est et Pacifique	3	130
6.118	45.3634390243902	Myanmar	Myanmar	Myanmar	Myanmar	1964	Asie de l'Est et Pacifique	3	130
6.125	46.1428292682927	Myanmar	Myanmar	Myanmar	Myanmar	1965	Asie de l'Est et Pacifique	3	130
6.129	46.9522682926829	Myanmar	Myanmar	Myanmar	Myanmar	1966	Asie de l'Est et Pacifique	3	130
6.13	47.7588048780488	Myanmar	Myanmar	Myanmar	Myanmar	1967	Asie de l'Est et Pacifique	3	130
6.125	48.5374146341463	Myanmar	Myanmar	Myanmar	Myanmar	1968	Asie de l'Est et Pacifique	3	130
6.11	49.2781219512195	Myanmar	Myanmar	Myanmar	Myanmar	1969	Asie de l'Est et Pacifique	3	130
6.076	49.9803902439024	Myanmar	Myanmar	Myanmar	Myanmar	1970	Asie de l'Est et Pacifique	3	130
6.012	50.6556829268293	Myanmar	Myanmar	Myanmar	Myanmar	1971	Asie de l'Est et Pacifique	3	130
5.914	51.3139268292683	Myanmar	Myanmar	Myanmar	Myanmar	1972	Asie de l'Est et Pacifique	3	130
5.781	51.9601219512195	Myanmar	Myanmar	Myanmar	Myanmar	1973	Asie de l'Est et Pacifique	3	130
5.617	52.585243902439	Myanmar	Myanmar	Myanmar	Myanmar	1974	Asie de l'Est et Pacifique	3	130
5.431	53.1732682926829	Myanmar	Myanmar	Myanmar	Myanmar	1975	Asie de l'Est et Pacifique	3	130
5.235	53.702243902439	Myanmar	Myanmar	Myanmar	Myanmar	1976	Asie de l'Est et Pacifique	3	130
5.042	54.1567073170732	Myanmar	Myanmar	Myanmar	Myanmar	1977	Asie de l'Est et Pacifique	3	130
4.862	54.5291463414634	Myanmar	Myanmar	Myanmar	Myanmar	1978	Asie de l'Est et Pacifique	3	130
4.702	54.8216097560976	Myanmar	Myanmar	Myanmar	Myanmar	1979	Asie de l'Est et Pacifique	3	130
4.565	55.0355853658537	Myanmar	Myanmar	Myanmar	Myanmar	1980	Asie de l'Est et Pacifique	3	130
4.449	55.1745853658537	Myanmar	Myanmar	Myanmar	Myanmar	1981	Asie de l'Est et Pacifique	3	130
4.346	55.2640975609756	Myanmar	Myanmar	Myanmar	Myanmar	1982	Asie de l'Est et Pacifique	3	130
4.248	55.3321219512195	Myanmar	Myanmar	Myanmar	Myanmar	1983	Asie de l'Est et Pacifique	3	130
4.153	55.4036341463415	Myanmar	Myanmar	Myanmar	Myanmar	1984	Asie de l'Est et Pacifique	3	130
4.056	55.5146585365854	Myanmar	Myanmar	Myanmar	Myanmar	1985	Asie de l'Est et Pacifique	3	130
3.95	55.6961707317073	Myanmar	Myanmar	Myanmar	Myanmar	1986	Asie de l'Est et Pacifique	3	130
3.836	55.9621951219512	Myanmar	Myanmar	Myanmar	Myanmar	1987	Asie de l'Est et Pacifique	3	130
3.712	56.3167073170732	Myanmar	Myanmar	Myanmar	Myanmar	1988	Asie de l'Est et Pacifique	3	130
3.581	56.7567073170732	Myanmar	Myanmar	Myanmar	Myanmar	1989	Asie de l'Est et Pacifique	3	130
3.446	57.2737073170732	Myanmar	Myanmar	Myanmar	Myanmar	1990	Asie de l'Est et Pacifique	3	130
3.31	57.8447073170732	Myanmar	Myanmar	Myanmar	Myanmar	1991	Asie de l'Est et Pacifique	3	130
3.181	58.4377317073171	Myanmar	Myanmar	Myanmar	Myanmar	1992	Asie de l'Est et Pacifique	3	130
3.06	59.020756097561	Myanmar	Myanmar	Myanmar	Myanmar	1993	Asie de l'Est et Pacifique	3	130
2.951	59.5732926829268	Myanmar	Myanmar	Myanmar	Myanmar	1994	Asie de l'Est et Pacifique	3	130
2.852	60.0783414634146	Myanmar	Myanmar	Myanmar	Myanmar	1995	Asie de l'Est et Pacifique	3	130
2.761	60.5264146341463	Myanmar	Myanmar	Myanmar	Myanmar	1996	Asie de l'Est et Pacifique	3	130
2.675	60.9234878048781	Myanmar	Myanmar	Myanmar	Myanmar	1997	Asie de l'Est et Pacifique	3	130
2.59	61.2765853658537	Myanmar	Myanmar	Myanmar	Myanmar	1998	Asie de l'Est et Pacifique	3	130
2.507	61.5871463414634	Myanmar	Myanmar	Myanmar	Myanmar	1999	Asie de l'Est et Pacifique	3	130
2.427	61.8557073170732	Myanmar	Myanmar	Myanmar	Myanmar	2000	Asie de l'Est et Pacifique	3	130
2.353	62.0837804878049	Myanmar	Myanmar	Myanmar	Myanmar	2001	Asie de l'Est et Pacifique	3	130
2.287	62.2828292682927	Myanmar	Myanmar	Myanmar	Myanmar	2002	Asie de l'Est et Pacifique	3	130
2.229	62.4668292682927	Myanmar	Myanmar	Myanmar	Myanmar	2003	Asie de l'Est et Pacifique	3	130
2.181	62.6517073170732	Myanmar	Myanmar	Myanmar	Myanmar	2004	Asie de l'Est et Pacifique	3	130
2.142	62.8588780487805	Myanmar	Myanmar	Myanmar	Myanmar	2005	Asie de l'Est et Pacifique	3	130
2.109	63.1112195121951	Myanmar	Myanmar	Myanmar	Myanmar	2006	Asie de l'Est et Pacifique	3	130
2.08	63.4181707317073	Myanmar	Myanmar	Myanmar	Myanmar	2007	Asie de l'Est et Pacifique	3	130
2.053	63.781756097561	Myanmar	Myanmar	Myanmar	Myanmar	2008	Asie de l'Est et Pacifique	3	130
2.027	64.1995121951219	Myanmar	Myanmar	Myanmar	Myanmar	2009	Asie de l'Est et Pacifique	3	130
2.002	64.6620975609756	Myanmar	Myanmar	Myanmar	Myanmar	2010	Asie de l'Est et Pacifique	3	130
1.976	65.1501707317073	Myanmar	Myanmar	Myanmar	Myanmar	2011	Asie de l'Est et Pacifique	3	130
6.953	48.6804390243902	Mongolie	Mongolie	Mongolie	Mongolie	1960	Asie de l'Est et Pacifique	3	127
7.168	49.6091463414634	Mongolie	Mongolie	Mongolie	Mongolie	1961	Asie de l'Est et Pacifique	3	127
7.347	50.508243902439	Mongolie	Mongolie	Mongolie	Mongolie	1962	Asie de l'Est et Pacifique	3	127
7.477	51.352512195122	Mongolie	Mongolie	Mongolie	Mongolie	1963	Asie de l'Est et Pacifique	3	127
7.558	52.1263170731707	Mongolie	Mongolie	Mongolie	Mongolie	1964	Asie de l'Est et Pacifique	3	127
7.593	52.8291463414634	Mongolie	Mongolie	Mongolie	Mongolie	1965	Asie de l'Est et Pacifique	3	127
7.599	53.4740975609756	Mongolie	Mongolie	Mongolie	Mongolie	1966	Asie de l'Est et Pacifique	3	127
7.591	54.0829024390244	Mongolie	Mongolie	Mongolie	Mongolie	1967	Asie de l'Est et Pacifique	3	127
7.584	54.668756097561	Mongolie	Mongolie	Mongolie	Mongolie	1968	Asie de l'Est et Pacifique	3	127
7.578	55.2267073170732	Mongolie	Mongolie	Mongolie	Mongolie	1969	Asie de l'Est et Pacifique	3	127
7.569	55.7422682926829	Mongolie	Mongolie	Mongolie	Mongolie	1970	Asie de l'Est et Pacifique	3	127
7.546	56.1934390243903	Mongolie	Mongolie	Mongolie	Mongolie	1971	Asie de l'Est et Pacifique	3	127
7.497	56.5631707317073	Mongolie	Mongolie	Mongolie	Mongolie	1972	Asie de l'Est et Pacifique	3	127
7.413	56.8453902439024	Mongolie	Mongolie	Mongolie	Mongolie	1973	Asie de l'Est et Pacifique	3	127
7.294	57.0445853658537	Mongolie	Mongolie	Mongolie	Mongolie	1974	Asie de l'Est et Pacifique	3	127
7.144	57.1662926829268	Mongolie	Mongolie	Mongolie	Mongolie	1975	Asie de l'Est et Pacifique	3	127
6.968	57.2229756097561	Mongolie	Mongolie	Mongolie	Mongolie	1976	Asie de l'Est et Pacifique	3	127
6.779	57.2396585365854	Mongolie	Mongolie	Mongolie	Mongolie	1977	Asie de l'Est et Pacifique	3	127
6.584	57.2453658536585	Mongolie	Mongolie	Mongolie	Mongolie	1978	Asie de l'Est et Pacifique	3	127
6.391	57.2655853658537	Mongolie	Mongolie	Mongolie	Mongolie	1979	Asie de l'Est et Pacifique	3	127
6.205	57.3329024390244	Mongolie	Mongolie	Mongolie	Mongolie	1980	Asie de l'Est et Pacifique	3	127
