x	y	label	key	clickSelects	showSelected1	showSelected2	showSelected3	PANEL	group
7.12	41.3145365853659	Angola	Angola	Angola	Angola	1992	Afrique subsaharienne	3	6
7.093	41.4781951219512	Angola	Angola	Angola	Angola	1993	Afrique subsaharienne	3	6
7.063	41.7162195121951	Angola	Angola	Angola	Angola	1994	Afrique subsaharienne	3	6
7.03	42.0509268292683	Angola	Angola	Angola	Angola	1995	Afrique subsaharienne	3	6
6.997	42.5016097560976	Angola	Angola	Angola	Angola	1996	Afrique subsaharienne	3	6
6.963	43.0616341463415	Angola	Angola	Angola	Angola	1997	Afrique subsaharienne	3	6
6.925	43.7143170731707	Angola	Angola	Angola	Angola	1998	Afrique subsaharienne	3	6
6.882	44.4390975609756	Angola	Angola	Angola	Angola	1999	Afrique subsaharienne	3	6
6.826	45.2049268292683	Angola	Angola	Angola	Angola	2000	Afrique subsaharienne	3	6
6.751	45.9733170731707	Angola	Angola	Angola	Angola	2001	Afrique subsaharienne	3	6
6.654	46.7119268292683	Angola	Angola	Angola	Angola	2002	Afrique subsaharienne	3	6
6.533	47.3933658536585	Angola	Angola	Angola	Angola	2003	Afrique subsaharienne	3	6
6.391	48.0037073170732	Angola	Angola	Angola	Angola	2004	Afrique subsaharienne	3	6
6.233	48.5384390243903	Angola	Angola	Angola	Angola	2005	Afrique subsaharienne	3	6
6.066	49.0071463414634	Angola	Angola	Angola	Angola	2006	Afrique subsaharienne	3	6
5.898	49.4352926829268	Angola	Angola	Angola	Angola	2007	Afrique subsaharienne	3	6
5.736	49.8474146341463	Angola	Angola	Angola	Angola	2008	Afrique subsaharienne	3	6
5.584	50.2510243902439	Angola	Angola	Angola	Angola	2009	Afrique subsaharienne	3	6
5.443	50.6536585365854	Angola	Angola	Angola	Angola	2010	Afrique subsaharienne	3	6
5.313	51.0593170731707	Angola	Angola	Angola	Angola	2011	Afrique subsaharienne	3	6
3.109	65.1751463414634	Argentine	Argentine	Argentine	Argentine	1960	Amérique latine et Caraïbes	3	9
3.1	65.2966341463415	Argentine	Argentine	Argentine	Argentine	1961	Amérique latine et Caraïbes	3	9
3.089	65.389243902439	Argentine	Argentine	Argentine	Argentine	1962	Amérique latine et Caraïbes	3	9
3.078	65.4655365853659	Argentine	Argentine	Argentine	Argentine	1963	Amérique latine et Caraïbes	3	9
3.068	65.5390731707317	Argentine	Argentine	Argentine	Argentine	1964	Amérique latine et Caraïbes	3	9
3.058	65.6258780487805	Argentine	Argentine	Argentine	Argentine	1965	Amérique latine et Caraïbes	3	9
3.051	65.7409512195122	Argentine	Argentine	Argentine	Argentine	1966	Amérique latine et Caraïbes	3	9
3.048	65.888243902439	Argentine	Argentine	Argentine	Argentine	1967	Amérique latine et Caraïbes	3	9
3.049	66.0722195121951	Argentine	Argentine	Argentine	Argentine	1968	Amérique latine et Caraïbes	3	9
3.056	66.2933170731707	Argentine	Argentine	Argentine	Argentine	1969	Amérique latine et Caraïbes	3	9
3.073	66.548512195122	Argentine	Argentine	Argentine	Argentine	1970	Amérique latine et Caraïbes	3	9
3.104	66.8302926829268	Argentine	Argentine	Argentine	Argentine	1971	Amérique latine et Caraïbes	3	9
3.148	67.1246097560976	Argentine	Argentine	Argentine	Argentine	1972	Amérique latine et Caraïbes	3	9
3.203	67.4204390243903	Argentine	Argentine	Argentine	Argentine	1973	Amérique latine et Caraïbes	3	9
3.264	67.7132682926829	Argentine	Argentine	Argentine	Argentine	1974	Amérique latine et Caraïbes	3	9
3.321	68.0030731707317	Argentine	Argentine	Argentine	Argentine	1975	Amérique latine et Caraïbes	3	9
3.366	68.2918292682927	Argentine	Argentine	Argentine	Argentine	1976	Amérique latine et Caraïbes	3	9
3.391	68.5840487804878	Argentine	Argentine	Argentine	Argentine	1977	Amérique latine et Caraïbes	3	9
3.391	68.881243902439	Argentine	Argentine	Argentine	Argentine	1978	Amérique latine et Caraïbes	3	9
3.368	69.1794390243903	Argentine	Argentine	Argentine	Argentine	1979	Amérique latine et Caraïbes	3	9
3.325	69.4696097560976	Argentine	Argentine	Argentine	Argentine	1980	Amérique latine et Caraïbes	3	9
3.27	69.7417804878049	Argentine	Argentine	Argentine	Argentine	1981	Amérique latine et Caraïbes	3	9
3.213	69.9904390243903	Argentine	Argentine	Argentine	Argentine	1982	Amérique latine et Caraïbes	3	9
3.163	70.2121219512195	Argentine	Argentine	Argentine	Argentine	1983	Amérique latine et Caraïbes	3	9
3.123	70.4093170731707	Argentine	Argentine	Argentine	Argentine	1984	Amérique latine et Caraïbes	3	9
3.093	70.586512195122	Argentine	Argentine	Argentine	Argentine	1985	Amérique latine et Caraïbes	3	9
3.073	70.7537073170732	Argentine	Argentine	Argentine	Argentine	1986	Amérique latine et Caraïbes	3	9
3.056	70.9223902439024	Argentine	Argentine	Argentine	Argentine	1987	Amérique latine et Caraïbes	3	9
3.037	71.1005365853659	Argentine	Argentine	Argentine	Argentine	1988	Amérique latine et Caraïbes	3	9
3.016	71.2921707317073	Argentine	Argentine	Argentine	Argentine	1989	Amérique latine et Caraïbes	3	9
2.989	71.4982926829268	Argentine	Argentine	Argentine	Argentine	1990	Amérique latine et Caraïbes	3	9
2.956	71.7179268292683	Argentine	Argentine	Argentine	Argentine	1991	Amérique latine et Caraïbes	3	9
2.918	71.9440731707317	Argentine	Argentine	Argentine	Argentine	1992	Amérique latine et Caraïbes	3	9
2.875	72.171756097561	Argentine	Argentine	Argentine	Argentine	1993	Amérique latine et Caraïbes	3	9
2.827	72.3984390243903	Argentine	Argentine	Argentine	Argentine	1994	Amérique latine et Caraïbes	3	9
2.774	72.6236341463415	Argentine	Argentine	Argentine	Argentine	1995	Amérique latine et Caraïbes	3	9
2.717	72.8462926829268	Argentine	Argentine	Argentine	Argentine	1996	Amérique latine et Caraïbes	3	9
2.657	73.0673902439025	Argentine	Argentine	Argentine	Argentine	1997	Amérique latine et Caraïbes	3	9
2.596	73.2864634146342	Argentine	Argentine	Argentine	Argentine	1998	Amérique latine et Caraïbes	3	9
2.535	73.5034634146342	Argentine	Argentine	Argentine	Argentine	1999	Amérique latine et Caraïbes	3	9
2.477	73.7179756097561	Argentine	Argentine	Argentine	Argentine	2000	Amérique latine et Caraïbes	3	9
2.425	73.929512195122	Argentine	Argentine	Argentine	Argentine	2001	Amérique latine et Caraïbes	3	9
2.379	74.1386097560976	Argentine	Argentine	Argentine	Argentine	2002	Amérique latine et Caraïbes	3	9
2.341	74.3442926829268	Argentine	Argentine	Argentine	Argentine	2003	Amérique latine et Caraïbes	3	9
2.31	74.5455853658537	Argentine	Argentine	Argentine	Argentine	2004	Amérique latine et Caraïbes	3	9
2.287	74.7414634146342	Argentine	Argentine	Argentine	Argentine	2005	Amérique latine et Caraïbes	3	9
2.269	74.9314390243902	Argentine	Argentine	Argentine	Argentine	2006	Amérique latine et Caraïbes	3	9
2.254	75.1149756097561	Argentine	Argentine	Argentine	Argentine	2007	Amérique latine et Caraïbes	3	9
2.24	75.2925365853659	Argentine	Argentine	Argentine	Argentine	2008	Amérique latine et Caraïbes	3	9
2.226	75.4640975609756	Argentine	Argentine	Argentine	Argentine	2009	Amérique latine et Caraïbes	3	9
2.211	75.6321463414634	Argentine	Argentine	Argentine	Argentine	2010	Amérique latine et Caraïbes	3	9
2.196	75.7976585365854	Argentine	Argentine	Argentine	Argentine	2011	Amérique latine et Caraïbes	3	9
2.69	68.5856097560976	Autriche	Autriche	Autriche	Autriche	1960	Europe et Asie centrale	3	13
2.799	69.5773170731707	Autriche	Autriche	Autriche	Autriche	1961	Europe et Asie centrale	3	13
2.798	69.309512195122	Autriche	Autriche	Autriche	Autriche	1962	Europe et Asie centrale	3	13
2.811	69.4436585365854	Autriche	Autriche	Autriche	Autriche	1963	Europe et Asie centrale	3	13
2.77	69.9219512195122	Autriche	Autriche	Autriche	Autriche	1964	Europe et Asie centrale	3	13
2.685	69.7221951219512	Autriche	Autriche	Autriche	Autriche	1965	Europe et Asie centrale	3	13
2.662	70.0458536585366	Autriche	Autriche	Autriche	Autriche	1966	Europe et Asie centrale	3	13
2.63	69.9178048780488	Autriche	Autriche	Autriche	Autriche	1967	Europe et Asie centrale	3	13
2.591	70.0575609756098	Autriche	Autriche	Autriche	Autriche	1968	Europe et Asie centrale	3	13
2.496	69.8331707317073	Autriche	Autriche	Autriche	Autriche	1969	Europe et Asie centrale	3	13
2.29	69.8907317073171	Autriche	Autriche	Autriche	Autriche	1970	Europe et Asie centrale	3	13
2.202	70.0692682926829	Autriche	Autriche	Autriche	Autriche	1971	Europe et Asie centrale	3	13
2.102	70.4136585365854	Autriche	Autriche	Autriche	Autriche	1972	Europe et Asie centrale	3	13
1.97	70.9792682926829	Autriche	Autriche	Autriche	Autriche	1973	Europe et Asie centrale	3	13
1.95	70.9624390243903	Autriche	Autriche	Autriche	Autriche	1974	Europe et Asie centrale	3	13
1.82	71.0841463414634	Autriche	Autriche	Autriche	Autriche	1975	Europe et Asie centrale	3	13
1.698	71.5512195121951	Autriche	Autriche	Autriche	Autriche	1976	Europe et Asie centrale	3	13
1.641	71.8953658536585	Autriche	Autriche	Autriche	Autriche	1977	Europe et Asie centrale	3	13
1.621	71.9670731707317	Autriche	Autriche	Autriche	Autriche	1978	Europe et Asie centrale	3	13
1.6	72.2873170731708	Autriche	Autriche	Autriche	Autriche	1979	Europe et Asie centrale	3	13
1.62	72.4236585365854	Autriche	Autriche	Autriche	Autriche	1980	Europe et Asie centrale	3	13
1.67	72.7580487804878	Autriche	Autriche	Autriche	Autriche	1981	Europe et Asie centrale	3	13
1.66	72.8970731707317	Autriche	Autriche	Autriche	Autriche	1982	Europe et Asie centrale	3	13
1.56	72.9685365853659	Autriche	Autriche	Autriche	Autriche	1983	Europe et Asie centrale	3	13
1.53	73.5275609756098	Autriche	Autriche	Autriche	Autriche	1984	Europe et Asie centrale	3	13
1.46	73.7451219512195	Autriche	Autriche	Autriche	Autriche	1985	Europe et Asie centrale	3	13
1.47	74.2229268292683	Autriche	Autriche	Autriche	Autriche	1986	Europe et Asie centrale	3	13
1.42	74.6692682926829	Autriche	Autriche	Autriche	Autriche	1987	Europe et Asie centrale	3	13
1.43	75.1441463414634	Autriche	Autriche	Autriche	Autriche	1988	Europe et Asie centrale	3	13
1.45	75.2480487804878	Autriche	Autriche	Autriche	Autriche	1989	Europe et Asie centrale	3	13
1.45	75.53	Autriche	Autriche	Autriche	Autriche	1990	Europe et Asie centrale	3	13
1.5	75.5678048780488	Autriche	Autriche	Autriche	Autriche	1991	Europe et Asie centrale	3	13
1.49	75.8553658536585	Autriche	Autriche	Autriche	Autriche	1992	Europe et Asie centrale	3	13
1.48	76.1063414634146	Autriche	Autriche	Autriche	Autriche	1993	Europe et Asie centrale	3	13
1.44	76.4570731707317	Autriche	Autriche	Autriche	Autriche	1994	Europe et Asie centrale	3	13
1.4	76.7156097560976	Autriche	Autriche	Autriche	Autriche	1995	Europe et Asie centrale	3	13
1.42	76.9836585365854	Autriche	Autriche	Autriche	Autriche	1996	Europe et Asie centrale	3	13
1.36	77.3875609756098	Autriche	Autriche	Autriche	Autriche	1997	Europe et Asie centrale	3	13
1.37	77.5731707317073	Autriche	Autriche	Autriche	Autriche	1998	Europe et Asie centrale	3	13
1.34	77.7756097560976	Autriche	Autriche	Autriche	Autriche	1999	Europe et Asie centrale	3	13
1.36	78.0268292682927	Autriche	Autriche	Autriche	Autriche	2000	Europe et Asie centrale	3	13
1.33	78.5268292682927	Autriche	Autriche	Autriche	Autriche	2001	Europe et Asie centrale	3	13
1.39	78.6780487804878	Autriche	Autriche	Autriche	Autriche	2002	Europe et Asie centrale	3	13
1.38	78.6317073170732	Autriche	Autriche	Autriche	Autriche	2003	Europe et Asie centrale	3	13
1.42	79.1804878048781	Autriche	Autriche	Autriche	Autriche	2004	Europe et Asie centrale	3	13
1.41	79.3317073170732	Autriche	Autriche	Autriche	Autriche	2005	Europe et Asie centrale	3	13
1.41	79.8317073170732	Autriche	Autriche	Autriche	Autriche	2006	Europe et Asie centrale	3	13
1.38	79.9829268292683	Autriche	Autriche	Autriche	Autriche	2007	Europe et Asie centrale	3	13
1.41	80.2341463414634	Autriche	Autriche	Autriche	Autriche	2008	Europe et Asie centrale	3	13
1.39	80.0829268292683	Autriche	Autriche	Autriche	Autriche	2009	Europe et Asie centrale	3	13
1.44	80.3829268292683	Autriche	Autriche	Autriche	Autriche	2010	Europe et Asie centrale	3	13
1.42	81.0317073170732	Autriche	Autriche	Autriche	Autriche	2011	Europe et Asie centrale	3	13
3.453	70.8170731708781	Australie	Australie	Australie	Australie	1960	Asie de l'Est et Pacifique	3	12
3.54	70.9731707317073	Australie	Australie	Australie	Australie	1961	Asie de l'Est et Pacifique	3	12
3.442	70.9424390243903	Australie	Australie	Australie	Australie	1962	Asie de l'Est et Pacifique	3	12
3.332	70.9117073170732	Australie	Australie	Australie	Australie	1963	Asie de l'Est et Pacifique	3	12
3.146	70.8809756097561	Australie	Australie	Australie	Australie	1964	Asie de l'Est et Pacifique	3	12
2.977	70.850243902439	Australie	Australie	Australie	Australie	1965	Asie de l'Est et Pacifique	3	12
2.881	70.819512195122	Australie	Australie	Australie	Australie	1966	Asie de l'Est et Pacifique	3	12
2.848	70.8692682926829	Australie	Australie	Australie	Australie	1967	Asie de l'Est et Pacifique	3	12
2.888	70.9190243902439	Australie	Australie	Australie	Australie	1968	Asie de l'Est et Pacifique	3	12
2.886	70.9687804878049	Australie	Australie	Australie	Australie	1969	Asie de l'Est et Pacifique	3	12
2.859	71.0185365853659	Australie	Australie	Australie	Australie	1970	Asie de l'Est et Pacifique	3	12
2.961	71.0682926829268	Australie	Australie	Australie	Australie	1971	Asie de l'Est et Pacifique	3	12
2.744	71.4575609756098	Australie	Australie	Australie	Australie	1972	Asie de l'Est et Pacifique	3	12
2.491	71.8468292682927	Australie	Australie	Australie	Australie	1973	Asie de l'Est et Pacifique	3	12
2.397	72.2360975609756	Australie	Australie	Australie	Australie	1974	Asie de l'Est et Pacifique	3	12
2.148	72.6253658536586	Australie	Australie	Australie	Australie	1975	Asie de l'Est et Pacifique	3	12
2.06	73.0146341463415	Australie	Australie	Australie	Australie	1976	Asie de l'Est et Pacifique	3	12
2.007	73.3443902439024	Australie	Australie	Australie	Australie	1977	Asie de l'Est et Pacifique	3	12
1.949	73.6741463414634	Australie	Australie	Australie	Australie	1978	Asie de l'Est et Pacifique	3	12
1.907	74.0039024390244	Australie	Australie	Australie	Australie	1979	Asie de l'Est et Pacifique	3	12
1.891	74.3336585365854	Australie	Australie	Australie	Australie	1980	Asie de l'Est et Pacifique	3	12
1.935	74.6634146341463	Australie	Australie	Australie	Australie	1981	Asie de l'Est et Pacifique	3	12
1.929	74.9048780487805	Australie	Australie	Australie	Australie	1982	Asie de l'Est et Pacifique	3	12
1.924	75.1463414634146	Australie	Australie	Australie	Australie	1983	Asie de l'Est et Pacifique	3	12
1.84	75.3878048780488	Australie	Australie	Australie	Australie	1984	Asie de l'Est et Pacifique	3	12
1.923	75.6292682926829	Australie	Australie	Australie	Australie	1985	Asie de l'Est et Pacifique	3	12
1.868	75.8707317073171	Australie	Australie	Australie	Australie	1986	Asie de l'Est et Pacifique	3	12
1.845	76.1517073170732	Australie	Australie	Australie	Australie	1987	Asie de l'Est et Pacifique	3	12
1.831	76.4326829268293	Australie	Australie	Australie	Australie	1988	Asie de l'Est et Pacifique	3	12
1.838	76.7136585365854	Australie	Australie	Australie	Australie	1989	Asie de l'Est et Pacifique	3	12
1.902	76.9946341463415	Australie	Australie	Australie	Australie	1990	Asie de l'Est et Pacifique	3	12
1.849	77.2756097560976	Australie	Australie	Australie	Australie	1991	Asie de l'Est et Pacifique	3	12
1.888	77.3780487804878	Australie	Australie	Australie	Australie	1992	Asie de l'Est et Pacifique	3	12
1.859	77.8780487804878	Australie	Australie	Australie	Australie	1993	Asie de l'Est et Pacifique	3	12
1.842	77.8780487804878	Australie	Australie	Australie	Australie	1994	Asie de l'Est et Pacifique	3	12
1.822	77.8292682926829	Australie	Australie	Australie	Australie	1995	Asie de l'Est et Pacifique	3	12
1.796	78.0780487804878	Australie	Australie	Australie	Australie	1996	Asie de l'Est et Pacifique	3	12
1.778	78.4804878048781	Australie	Australie	Australie	Australie	1997	Asie de l'Est et Pacifique	3	12
1.762	78.6317073170732	Australie	Australie	Australie	Australie	1998	Asie de l'Est et Pacifique	3	12
1.755	78.9317073170732	Australie	Australie	Australie	Australie	1999	Asie de l'Est et Pacifique	3	12
1.756	79.2341463414634	Australie	Australie	Australie	Australie	2000	Asie de l'Est et Pacifique	3	12
1.739	79.6341463414634	Australie	Australie	Australie	Australie	2001	Asie de l'Est et Pacifique	3	12
1.756	79.9365853658537	Australie	Australie	Australie	Australie	2002	Asie de l'Est et Pacifique	3	12
1.748	80.2390243902439	Australie	Australie	Australie	Australie	2003	Asie de l'Est et Pacifique	3	12
1.768	80.490243902439	Australie	Australie	Australie	Australie	2004	Asie de l'Est et Pacifique	3	12
1.807	80.8414634146341	Australie	Australie	Australie	Australie	2005	Asie de l'Est et Pacifique	3	12
1.883	81.0414634146342	Australie	Australie	Australie	Australie	2006	Asie de l'Est et Pacifique	3	12
1.931	81.2926829268293	Australie	Australie	Australie	Australie	2007	Asie de l'Est et Pacifique	3	12
1.933	81.3951219512195	Australie	Australie	Australie	Australie	2008	Asie de l'Est et Pacifique	3	12
1.857	81.5439024390244	Australie	Australie	Australie	Australie	2009	Asie de l'Est et Pacifique	3	12
1.87	81.6951219512195	Australie	Australie	Australie	Australie	2010	Asie de l'Est et Pacifique	3	12
1.87	81.8463414634146	Australie	Australie	Australie	Australie	2011	Asie de l'Est et Pacifique	3	12
4.82	65.5693658536586	Aruba	Aruba	Aruba	Aruba	1960	Amérique latine et Caraïbes	3	11
4.655	65.9880243902439	Aruba	Aruba	Aruba	Aruba	1961	Amérique latine et Caraïbes	3	11
4.471	66.3655365853659	Aruba	Aruba	Aruba	Aruba	1962	Amérique latine et Caraïbes	3	11
4.271	66.7139756097561	Aruba	Aruba	Aruba	Aruba	1963	Amérique latine et Caraïbes	3	11
4.059	67.0442926829268	Aruba	Aruba	Aruba	Aruba	1964	Amérique latine et Caraïbes	3	11
3.842	67.369756097561	Aruba	Aruba	Aruba	Aruba	1965	Amérique latine et Caraïbes	3	11
3.625	67.699	Aruba	Aruba	Aruba	Aruba	1966	Amérique latine et Caraïbes	3	11
3.417	68.0346829268293	Aruba	Aruba	Aruba	Aruba	1967	Amérique latine et Caraïbes	3	11
3.226	68.3771463414634	Aruba	Aruba	Aruba	Aruba	1968	Amérique latine et Caraïbes	3	11
3.054	68.7284146341464	Aruba	Aruba	Aruba	Aruba	1969	Amérique latine et Caraïbes	3	11
2.908	69.0861463414634	Aruba	Aruba	Aruba	Aruba	1970	Amérique latine et Caraïbes	3	11
2.788	69.4460975609756	Aruba	Aruba	Aruba	Aruba	1971	Amérique latine et Caraïbes	3	11
2.691	69.7986585365854	Aruba	Aruba	Aruba	Aruba	1972	Amérique latine et Caraïbes	3	11
2.613	70.1396585365854	Aruba	Aruba	Aruba	Aruba	1973	Amérique latine et Caraïbes	3	11
2.552	70.4652926829268	Aruba	Aruba	Aruba	Aruba	1974	Amérique latine et Caraïbes	3	11
2.506	70.7778048780488	Aruba	Aruba	Aruba	Aruba	1975	Amérique latine et Caraïbes	3	11
2.472	71.0808292682927	Aruba	Aruba	Aruba	Aruba	1976	Amérique latine et Caraïbes	3	11
2.446	71.3777073170732	Aruba	Aruba	Aruba	Aruba	1977	Amérique latine et Caraïbes	3	11
2.425	71.6697804878049	Aruba	Aruba	Aruba	Aruba	1978	Amérique latine et Caraïbes	3	11
2.408	71.9528536585366	Aruba	Aruba	Aruba	Aruba	1979	Amérique latine et Caraïbes	3	11
2.392	72.2201463414634	Aruba	Aruba	Aruba	Aruba	1980	Amérique latine et Caraïbes	3	11
2.377	72.4623414634146	Aruba	Aruba	Aruba	Aruba	1981	Amérique latine et Caraïbes	3	11
2.364	72.6731951219512	Aruba	Aruba	Aruba	Aruba	1982	Amérique latine et Caraïbes	3	11
2.353	72.8490243902439	Aruba	Aruba	Aruba	Aruba	1983	Amérique latine et Caraïbes	3	11
2.342	72.989756097561	Aruba	Aruba	Aruba	Aruba	1984	Amérique latine et Caraïbes	3	11
2.332	73.0979756097561	Aruba	Aruba	Aruba	Aruba	1985	Amérique latine et Caraïbes	3	11
2.32	73.1793658536585	Aruba	Aruba	Aruba	Aruba	1986	Amérique latine et Caraïbes	3	11
2.307	73.2427073170732	Aruba	Aruba	Aruba	Aruba	1987	Amérique latine et Caraïbes	3	11
2.291	73.296243902439	Aruba	Aruba	Aruba	Aruba	1988	Amérique latine et Caraïbes	3	11
2.272	73.3444878048781	Aruba	Aruba	Aruba	Aruba	1989	Amérique latine et Caraïbes	3	11
2.249	73.3899756097561	Aruba	Aruba	Aruba	Aruba	1990	Amérique latine et Caraïbes	3	11
2.221	73.4331219512195	Aruba	Aruba	Aruba	Aruba	1991	Amérique latine et Caraïbes	3	11
2.187	73.471756097561	Aruba	Aruba	Aruba	Aruba	1992	Amérique latine et Caraïbes	3	11
2.149	73.5053170731707	Aruba	Aruba	Aruba	Aruba	1993	Amérique latine et Caraïbes	3	11
